second,V_supply,V_in,I_other,I_in
+284.991320E+00,+0.0E+00,+803.347E-03,-2.008E-03,+0.0E+00
+284.999070E+00,+0.0E+00,+769.874E-03,-1.339E-03,-0.0E+00
+285.006820E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+285.014570E+00,+0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+285.022320E+00,+0.0E+00,+769.874E-03,-1.339E-03,+0.0E+00
+285.030070E+00,+0.0E+00,+769.874E-03,+2.008E-03,+0.0E+00
+285.037820E+00,+0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+285.045570E+00,-0.0E+00,+769.874E-03,-0.0E+00,+33.473E-03
+285.053320E+00,-66.946E-03,+803.347E-03,-1.339E-03,+0.0E+00
+285.061070E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+285.068820E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+285.076570E+00,+0.0E+00,+736.402E-03,-2.008E-03,-33.473E-03
+285.084320E+00,+0.0E+00,+769.874E-03,-1.339E-03,-0.0E+00
+285.092070E+00,+66.946E-03,+736.402E-03,-1.339E-03,-33.473E-03
+285.099820E+00,+0.0E+00,+836.820E-03,-1.339E-03,+0.0E+00
+285.107570E+00,+0.0E+00,+769.874E-03,+669E-06,+33.473E-03
+285.115320E+00,+0.0E+00,+769.874E-03,+0.0E+00,-0.0E+00
+285.123070E+00,+0.0E+00,+736.402E-03,+669E-06,-33.473E-03
+285.130820E+00,+0.0E+00,+803.347E-03,+669E-06,+33.473E-03
+285.138570E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+285.146320E+00,-0.0E+00,+803.347E-03,+2.008E-03,+0.0E+00
+285.154070E+00,-66.946E-03,+836.820E-03,+1.339E-03,+0.0E+00
+285.161820E+00,+0.0E+00,+803.347E-03,-1.339E-03,-0.0E+00
+285.169570E+00,+0.0E+00,+803.347E-03,+669E-06,-33.473E-03
+285.177320E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+285.185070E+00,+0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+285.192820E+00,+0.0E+00,+769.874E-03,+669E-06,-0.0E+00
+285.200570E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.208320E+00,-0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+285.216070E+00,-66.946E-03,+769.874E-03,-669E-06,+33.473E-03
+285.223820E+00,-66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+285.231570E+00,+0.0E+00,+836.820E-03,-669E-06,-0.0E+00
+285.239320E+00,+0.0E+00,+769.874E-03,+2.008E-03,-66.946E-03
+285.247070E+00,-0.0E+00,+769.874E-03,-3.347E-03,+33.473E-03
+285.254821E+00,-66.946E-03,+769.874E-03,+1.339E-03,+0.0E+00
+285.262571E+00,+0.0E+00,+803.347E-03,-1.339E-03,+0.0E+00
+285.270321E+00,+0.0E+00,+769.874E-03,+669E-06,-0.0E+00
+285.278071E+00,+0.0E+00,+769.874E-03,-2.678E-03,-66.946E-03
+285.285821E+00,+0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+285.293571E+00,+0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+285.301321E+00,+0.0E+00,+803.347E-03,-2.008E-03,+0.0E+00
+285.309071E+00,+0.0E+00,+769.874E-03,+0.0E+00,-0.0E+00
+285.316821E+00,+0.0E+00,+769.874E-03,+0.0E+00,-33.473E-03
+285.324571E+00,-0.0E+00,+769.874E-03,+669E-06,+33.473E-03
+285.332321E+00,-66.946E-03,+769.874E-03,+669E-06,-0.0E+00
+285.340071E+00,+0.0E+00,+769.874E-03,+1.339E-03,-33.473E-03
+285.347821E+00,-0.0E+00,+769.874E-03,+669E-06,-0.0E+00
+285.355571E+00,-66.946E-03,+769.874E-03,-1.339E-03,-33.473E-03
+285.363321E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.371071E+00,+0.0E+00,+769.874E-03,-1.339E-03,+0.0E+00
+285.378821E+00,+0.0E+00,+769.874E-03,-1.339E-03,+33.473E-03
+285.386571E+00,+0.0E+00,+769.874E-03,-2.678E-03,-66.946E-03
+285.394321E+00,-0.0E+00,+803.347E-03,-2.678E-03,+0.0E+00
+285.402071E+00,-66.946E-03,+769.874E-03,+669E-06,+0.0E+00
+285.409821E+00,+0.0E+00,+803.347E-03,+0.0E+00,+0.0E+00
+285.417571E+00,+0.0E+00,+803.347E-03,+669E-06,+0.0E+00
+285.425321E+00,+0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+285.433071E+00,+0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+285.440821E+00,-0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+285.448571E+00,-66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+285.456321E+00,-66.946E-03,+769.874E-03,-669E-06,-0.0E+00
+285.464071E+00,-66.946E-03,+769.874E-03,+669E-06,-33.473E-03
+285.471821E+00,+0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+285.479571E+00,+0.0E+00,+803.347E-03,+669E-06,-33.473E-03
+285.487321E+00,-0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+285.495071E+00,-66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+285.502821E+00,+0.0E+00,+803.347E-03,-3.347E-03,+0.0E+00
+285.510571E+00,+0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+285.518321E+00,+0.0E+00,+769.874E-03,+0.0E+00,-66.946E-03
+285.526071E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+285.533821E+00,+0.0E+00,+769.874E-03,-2.008E-03,-0.0E+00
+285.541571E+00,-0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+285.549321E+00,-66.946E-03,+836.820E-03,-669E-06,-33.473E-03
+285.557071E+00,-0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+285.564821E+00,-66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+285.572571E+00,-66.946E-03,+769.874E-03,-2.008E-03,+0.0E+00
+285.580321E+00,+0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+285.588071E+00,+0.0E+00,+736.402E-03,-3.347E-03,+0.0E+00
+285.595821E+00,-0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+285.603571E+00,-66.946E-03,+769.874E-03,-2.008E-03,-0.0E+00
+285.611321E+00,-0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+285.619071E+00,-66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+285.626821E+00,-66.946E-03,+803.347E-03,+0.0E+00,+0.0E+00
+285.634571E+00,-66.946E-03,+769.874E-03,+2.678E-03,+0.0E+00
+285.642321E+00,-66.946E-03,+769.874E-03,+1.339E-03,+0.0E+00
+285.650071E+00,+0.0E+00,+736.402E-03,+669E-06,+0.0E+00
+285.657821E+00,+0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+285.665571E+00,+0.0E+00,+803.347E-03,-669E-06,-0.0E+00
+285.673321E+00,+0.0E+00,+836.820E-03,+1.339E-03,-33.473E-03
+285.681071E+00,-0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.688821E+00,-66.946E-03,+769.874E-03,-2.678E-03,+0.0E+00
+285.696571E+00,-66.946E-03,+803.347E-03,-669E-06,-0.0E+00
+285.704321E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+285.712071E+00,-0.0E+00,+803.347E-03,+669E-06,-0.0E+00
+285.719821E+00,-66.946E-03,+803.347E-03,-3.347E-03,-33.473E-03
+285.727571E+00,-66.946E-03,+769.874E-03,-0.0E+00,-33.473E-03
+285.735321E+00,+0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+285.743071E+00,+0.0E+00,+769.874E-03,+0.0E+00,-33.473E-03
+285.750822E+00,-0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.758572E+00,-66.946E-03,+769.874E-03,-0.0E+00,-0.0E+00
+285.766322E+00,-66.946E-03,+803.347E-03,-669E-06,-33.473E-03
+285.774072E+00,-0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+285.781822E+00,-66.946E-03,+769.874E-03,-669E-06,-66.946E-03
+285.789572E+00,+0.0E+00,+803.347E-03,+669E-06,+0.0E+00
+285.797322E+00,-0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+285.805072E+00,-66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+285.812822E+00,+66.946E-03,+803.347E-03,-669E-06,+33.473E-03
+285.820572E+00,-66.946E-03,+769.874E-03,-2.678E-03,+0.0E+00
+285.828322E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+285.836072E+00,+0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+285.843822E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+285.851572E+00,+0.0E+00,+803.347E-03,-2.678E-03,+0.0E+00
+285.859322E+00,+0.0E+00,+769.874E-03,+1.339E-03,+33.473E-03
+285.867072E+00,-0.0E+00,+803.347E-03,-0.0E+00,-0.0E+00
+285.874822E+00,-66.946E-03,+769.874E-03,-2.008E-03,-33.473E-03
+285.882572E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+285.890322E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+285.898072E+00,+0.0E+00,+736.402E-03,-1.339E-03,+33.473E-03
+285.905822E+00,+0.0E+00,+769.874E-03,+1.339E-03,-0.0E+00
+285.913572E+00,-0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.921322E+00,-66.946E-03,+769.874E-03,-669E-06,+0.0E+00
+285.929072E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+285.936822E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+285.944572E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+285.952322E+00,+0.0E+00,+836.820E-03,-1.339E-03,+0.0E+00
+285.960072E+00,+0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+285.967822E+00,+0.0E+00,+769.874E-03,+669E-06,+33.473E-03
+285.975572E+00,+0.0E+00,+803.347E-03,-2.678E-03,+66.946E-03
+285.983322E+00,-0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+285.991072E+00,-66.946E-03,+769.874E-03,-669E-06,+33.473E-03
+285.998822E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+286.006572E+00,-0.0E+00,+803.347E-03,-1.339E-03,-33.473E-03
+286.014322E+00,-66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+286.022072E+00,-66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+286.029822E+00,-66.946E-03,+769.874E-03,-1.339E-03,-0.0E+00
+286.037572E+00,+0.0E+00,+803.347E-03,+669E-06,-33.473E-03
+286.045322E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+286.053072E+00,+0.0E+00,+769.874E-03,-1.339E-03,-33.473E-03
+286.060822E+00,+0.0E+00,+769.874E-03,-2.008E-03,-0.0E+00
+286.068572E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+286.076322E+00,+0.0E+00,+803.347E-03,-1.339E-03,+0.0E+00
+286.084072E+00,-0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+286.091822E+00,-66.946E-03,+769.874E-03,-669E-06,+0.0E+00
+286.099572E+00,+0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.107322E+00,+0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+286.115072E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+286.122822E+00,+0.0E+00,+803.347E-03,+669E-06,+0.0E+00
+286.130572E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+286.138322E+00,+0.0E+00,+769.874E-03,-1.339E-03,-33.473E-03
+286.146072E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+286.153822E+00,+0.0E+00,+803.347E-03,-1.339E-03,-33.473E-03
+286.161572E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+286.169322E+00,-0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+286.177072E+00,-66.946E-03,+769.874E-03,+669E-06,-33.473E-03
+286.184822E+00,-0.0E+00,+803.347E-03,-0.0E+00,+0.0E+00
+286.192572E+00,-66.946E-03,+736.402E-03,-1.339E-03,-0.0E+00
+286.200322E+00,+0.0E+00,+769.874E-03,-1.339E-03,-66.946E-03
+286.208072E+00,+0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+286.215822E+00,+0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+286.223572E+00,+0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+286.231322E+00,-0.0E+00,+769.874E-03,-3.347E-03,+0.0E+00
+286.239072E+00,-66.946E-03,+736.402E-03,-669E-06,+33.473E-03
+286.246822E+00,-0.0E+00,+769.874E-03,+1.339E-03,+0.0E+00
+286.254573E+00,-66.946E-03,+803.347E-03,-2.008E-03,+33.473E-03
+286.262323E+00,-0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+286.270073E+00,-66.946E-03,+769.874E-03,+669E-06,+0.0E+00
+286.277823E+00,+0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+286.285573E+00,+0.0E+00,+769.874E-03,-0.0E+00,+0.0E+00
+286.293323E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+286.301073E+00,+0.0E+00,+803.347E-03,-2.008E-03,+0.0E+00
+286.308823E+00,-0.0E+00,+769.874E-03,-1.339E-03,+0.0E+00
+286.316573E+00,-66.946E-03,+769.874E-03,+669E-06,-0.0E+00
+286.324323E+00,+0.0E+00,+736.402E-03,+669E-06,-33.473E-03
+286.332073E+00,-0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+286.339823E+00,-66.946E-03,+769.874E-03,-0.0E+00,-0.0E+00
+286.347573E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+286.355323E+00,+0.0E+00,+769.874E-03,+669E-06,+33.473E-03
+286.363073E+00,+0.0E+00,+769.874E-03,-0.0E+00,-0.0E+00
+286.370823E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+286.378573E+00,+0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.386323E+00,+0.0E+00,+736.402E-03,+1.339E-03,+0.0E+00
+286.394073E+00,+0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.401823E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+286.409573E+00,+0.0E+00,+769.874E-03,-2.678E-03,+33.473E-03
+286.417323E+00,-0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+286.425073E+00,-66.946E-03,+769.874E-03,+669E-06,+0.0E+00
+286.432823E+00,+0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.440573E+00,+0.0E+00,+769.874E-03,-2.678E-03,+0.0E+00
+286.448323E+00,+0.0E+00,+769.874E-03,-3.347E-03,+0.0E+00
+286.456073E+00,-0.0E+00,+769.874E-03,+0.0E+00,+33.473E-03
+286.463823E+00,-66.946E-03,+769.874E-03,+669E-06,+33.473E-03
+286.471573E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+286.479323E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+286.487073E+00,+0.0E+00,+769.874E-03,-3.347E-03,+0.0E+00
+286.494823E+00,-0.0E+00,+769.874E-03,-0.0E+00,+0.0E+00
+286.502573E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+286.510323E+00,-66.946E-03,+769.874E-03,+669E-06,+0.0E+00
+286.518073E+00,+0.0E+00,+836.820E-03,+669E-06,+0.0E+00
+286.525823E+00,-0.0E+00,+769.874E-03,-1.339E-03,-0.0E+00
+286.533573E+00,-66.946E-03,+769.874E-03,-2.678E-03,-33.473E-03
+286.541323E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+286.549073E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+286.556823E+00,+0.0E+00,+769.874E-03,-1.339E-03,-0.0E+00
+286.564573E+00,-0.0E+00,+736.402E-03,-2.008E-03,-33.473E-03
+286.572323E+00,-66.946E-03,+769.874E-03,+2.008E-03,+0.0E+00
+286.580073E+00,+0.0E+00,+769.874E-03,+669E-06,-0.0E+00
+286.587823E+00,+0.0E+00,+736.402E-03,+1.339E-03,-33.473E-03
+286.595573E+00,+0.0E+00,+769.874E-03,+0.0E+00,+33.473E-03
+286.603323E+00,-0.0E+00,+803.347E-03,+0.0E+00,-33.473E-03
+286.611073E+00,-66.946E-03,+769.874E-03,+2.678E-03,-33.473E-03
+286.618823E+00,-0.0E+00,+803.347E-03,-669E-06,-33.473E-03
+286.626573E+00,-66.946E-03,+769.874E-03,+1.339E-03,+33.473E-03
+286.634323E+00,-0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.642073E+00,-66.946E-03,+736.402E-03,+669E-06,+33.473E-03
+286.649823E+00,-66.946E-03,+769.874E-03,+1.339E-03,-33.473E-03
+286.657573E+00,+0.0E+00,+736.402E-03,+2.008E-03,+0.0E+00
+286.665323E+00,+0.0E+00,+769.874E-03,-2.678E-03,+0.0E+00
+286.673073E+00,+0.0E+00,+769.874E-03,-2.008E-03,-0.0E+00
+286.680823E+00,-0.0E+00,+736.402E-03,-1.339E-03,-33.473E-03
+286.688573E+00,-66.946E-03,+736.402E-03,-2.008E-03,+33.473E-03
+286.696323E+00,+0.0E+00,+736.402E-03,-1.339E-03,-33.473E-03
+286.704073E+00,-0.0E+00,+769.874E-03,-669E-06,+0.0E+00
+286.711823E+00,-66.946E-03,+769.874E-03,+1.339E-03,+0.0E+00
+286.719573E+00,-66.946E-03,+803.347E-03,-669E-06,+0.0E+00
+286.727323E+00,+0.0E+00,+803.347E-03,+0.0E+00,+33.473E-03
+286.735073E+00,-0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.742823E+00,-66.946E-03,+769.874E-03,-669E-06,-0.0E+00
+286.750574E+00,+0.0E+00,+769.874E-03,+2.008E-03,-33.473E-03
+286.758324E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+286.766074E+00,+0.0E+00,+803.347E-03,-669E-06,-0.0E+00
+286.773824E+00,+0.0E+00,+769.874E-03,-1.339E-03,-33.473E-03
+286.781574E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+286.789324E+00,-0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+286.797074E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+286.804824E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+286.812574E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+286.820324E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+286.828074E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+286.835824E+00,-0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+286.843574E+00,-66.946E-03,+769.874E-03,-669E-06,-0.0E+00
+286.851324E+00,-0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+286.859074E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+286.866824E+00,-0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+286.874574E+00,-66.946E-03,+769.874E-03,-1.339E-03,+33.473E-03
+286.882324E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+286.890074E+00,+66.946E-03,+769.874E-03,-1.339E-03,-0.0E+00
+286.897824E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+286.905574E+00,+66.946E-03,+803.347E-03,-669E-06,-33.473E-03
+286.913324E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+286.921074E+00,+0.0E+00,+736.402E-03,-1.339E-03,+0.0E+00
+286.928824E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+286.936574E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+286.944324E+00,+0.0E+00,+769.874E-03,-2.678E-03,+0.0E+00
+286.952074E+00,+0.0E+00,+736.402E-03,-2.678E-03,+0.0E+00
+286.959824E+00,+0.0E+00,+803.347E-03,-0.0E+00,+0.0E+00
+286.967574E+00,+0.0E+00,+803.347E-03,-2.008E-03,+33.473E-03
+286.975324E+00,+0.0E+00,+736.402E-03,-669E-06,+0.0E+00
+286.983074E+00,+0.0E+00,+769.874E-03,-2.678E-03,+33.473E-03
+286.990824E+00,+0.0E+00,+769.874E-03,+2.008E-03,+0.0E+00
+286.998574E+00,+0.0E+00,+769.874E-03,-0.0E+00,-0.0E+00
+287.006324E+00,+0.0E+00,+803.347E-03,-669E-06,-33.473E-03
+287.014074E+00,+0.0E+00,+769.874E-03,-1.339E-03,-33.473E-03
+287.021824E+00,+0.0E+00,+769.874E-03,-0.0E+00,-33.473E-03
+287.029574E+00,-0.0E+00,+836.820E-03,-669E-06,-0.0E+00
+287.037324E+00,-66.946E-03,+769.874E-03,-1.339E-03,-33.473E-03
+287.045074E+00,-0.0E+00,+836.820E-03,+669E-06,+0.0E+00
+287.052824E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+287.060574E+00,+0.0E+00,+836.820E-03,-669E-06,+0.0E+00
+287.068324E+00,+0.0E+00,+803.347E-03,-669E-06,+0.0E+00
+287.076074E+00,+0.0E+00,+769.874E-03,-0.0E+00,+0.0E+00
+287.083824E+00,+0.0E+00,+769.874E-03,-2.008E-03,-0.0E+00
+287.091574E+00,+66.946E-03,+803.347E-03,-1.339E-03,-33.473E-03
+287.099324E+00,+0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+287.107074E+00,-0.0E+00,+836.820E-03,+2.008E-03,-33.473E-03
+287.114824E+00,-66.946E-03,+769.874E-03,-0.0E+00,-0.0E+00
+287.122574E+00,+0.0E+00,+736.402E-03,-669E-06,-33.473E-03
+287.130324E+00,+0.0E+00,+769.874E-03,-2.678E-03,-33.473E-03
+287.138074E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.145824E+00,-0.0E+00,+836.820E-03,+0.0E+00,-0.0E+00
+287.153574E+00,-66.946E-03,+769.874E-03,+1.339E-03,-33.473E-03
+287.161324E+00,+0.0E+00,+803.347E-03,-1.339E-03,+0.0E+00
+287.169074E+00,+0.0E+00,+769.874E-03,-1.339E-03,-0.0E+00
+287.176824E+00,+0.0E+00,+736.402E-03,-2.008E-03,-33.473E-03
+287.184574E+00,+0.0E+00,+803.347E-03,+0.0E+00,+0.0E+00
+287.192324E+00,+0.0E+00,+803.347E-03,+669E-06,+33.473E-03
+287.200074E+00,+0.0E+00,+769.874E-03,-1.339E-03,+0.0E+00
+287.207824E+00,+0.0E+00,+769.874E-03,-0.0E+00,+0.0E+00
+287.215574E+00,-0.0E+00,+769.874E-03,-3.347E-03,+0.0E+00
+287.223324E+00,-66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+287.231074E+00,-66.946E-03,+769.874E-03,-1.339E-03,-0.0E+00
+287.238824E+00,-0.0E+00,+803.347E-03,+1.339E-03,-33.473E-03
+287.246574E+00,-66.946E-03,+769.874E-03,+1.339E-03,+33.473E-03
+287.254325E+00,-0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.262075E+00,-66.946E-03,+736.402E-03,+669E-06,+33.473E-03
+287.269825E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.277575E+00,-0.0E+00,+736.402E-03,-1.339E-03,-0.0E+00
+287.285325E+00,-66.946E-03,+769.874E-03,-1.339E-03,-33.473E-03
+287.293075E+00,+0.0E+00,+836.820E-03,+0.0E+00,-0.0E+00
+287.300825E+00,+0.0E+00,+769.874E-03,+669E-06,-33.473E-03
+287.308575E+00,+0.0E+00,+769.874E-03,-2.678E-03,+33.473E-03
+287.316325E+00,+0.0E+00,+736.402E-03,+669E-06,+0.0E+00
+287.324075E+00,+0.0E+00,+769.874E-03,-1.339E-03,+0.0E+00
+287.331825E+00,+0.0E+00,+769.874E-03,+0.0E+00,-0.0E+00
+287.339575E+00,+0.0E+00,+736.402E-03,+0.0E+00,-33.473E-03
+287.347325E+00,+0.0E+00,+803.347E-03,+669E-06,-0.0E+00
+287.355075E+00,+66.946E-03,+769.874E-03,+1.339E-03,-33.473E-03
+287.362825E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+287.370575E+00,+0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+287.378325E+00,+0.0E+00,+736.402E-03,+669E-06,+0.0E+00
+287.386075E+00,-0.0E+00,+836.820E-03,-1.339E-03,+0.0E+00
+287.393825E+00,-66.946E-03,+769.874E-03,-1.339E-03,+0.0E+00
+287.401575E+00,-66.946E-03,+769.874E-03,+1.339E-03,+33.473E-03
+287.409325E+00,+66.946E-03,+769.874E-03,-669E-06,-33.473E-03
+287.417075E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.424825E+00,+0.0E+00,+769.874E-03,-669E-06,-0.0E+00
+287.432575E+00,+0.0E+00,+769.874E-03,-2.008E-03,-33.473E-03
+287.440325E+00,+0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.448075E+00,+0.0E+00,+769.874E-03,-2.008E-03,+0.0E+00
+287.455825E+00,-0.0E+00,+769.874E-03,-669E-06,+33.473E-03
+287.463575E+00,-66.946E-03,+769.874E-03,-1.339E-03,+33.473E-03
+287.471325E+00,+0.0E+00,+803.347E-03,+1.339E-03,-33.473E-03
+287.479075E+00,+66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+287.486825E+00,-0.0E+00,+736.402E-03,-2.678E-03,+0.0E+00
+287.494575E+00,-66.946E-03,+803.347E-03,-1.339E-03,+0.0E+00
+287.502325E+00,+0.0E+00,+803.347E-03,+669E-06,-0.0E+00
+287.510075E+00,+0.0E+00,+736.402E-03,-0.0E+00,-33.473E-03
+287.517825E+00,+66.946E-03,+803.347E-03,-1.339E-03,+0.0E+00
+287.525575E+00,+0.0E+00,+736.402E-03,+669E-06,+0.0E+00
+287.533325E+00,-0.0E+00,+836.820E-03,+669E-06,+0.0E+00
+287.541075E+00,-66.946E-03,+769.874E-03,+1.339E-03,-0.0E+00
+287.548825E+00,+0.0E+00,+736.402E-03,-669E-06,-66.946E-03
+287.556575E+00,-0.0E+00,+769.874E-03,+0.0E+00,+0.0E+00
+287.564325E+00,-66.946E-03,+769.874E-03,-0.0E+00,+0.0E+00
+287.572075E+00,+0.0E+00,+769.874E-03,-2.008E-03,-0.0E+00
+287.579825E+00,-0.0E+00,+769.874E-03,-0.0E+00,-66.946E-03
+287.587575E+00,-66.946E-03,+769.874E-03,-1.339E-03,-33.473E-03
+287.595325E+00,-66.946E-03,+803.347E-03,-669E-06,+0.0E+00
+287.603075E+00,+0.0E+00,+769.874E-03,+669E-06,+0.0E+00
+287.610825E+00,+0.0E+00,+769.874E-03,-1.339E-03,+33.473E-03
+287.618575E+00,-0.0E+00,+769.874E-03,+0.0E+00,-33.473E-03
+287.626325E+00,-66.946E-03,+769.874E-03,+1.339E-03,+33.473E-03
+287.634075E+00,+0.0E+00,+769.874E-03,+0.0E+00,-33.473E-03
+287.641825E+00,+0.0E+00,+769.874E-03,+0.0E+00,-0.0E+00
+287.649575E+00,+0.0E+00,+769.874E-03,+1.339E-03,-33.473E-03
+287.657325E+00,-0.0E+00,+769.874E-03,-669E-06,-33.473E-03
+287.665075E+00,-66.946E-03,+769.874E-03,-1.339E-03,-0.0E+00
+287.672825E+00,-0.0E+00,+769.874E-03,+1.339E-03,-33.473E-03
